source_rel_path,domain,excluded_stage,reason,source_size_bytes,listed_in_sensitive_skip,local_file_deleted,schema_opened,message_or_contact_rows_selected
xwechat_files/wxid_hhh910arp3m212_02c5/db_storage/MMKV/f2641200tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_hhh910arp3m212_02c5/db_storage/MMKV/f2641200tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/brandprivatemsg@hardcode.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2640600tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641000tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641100tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641200tinfo.mmkv.crc,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/MMKV/f2641500tinfo.mmkv,db_storage/MMKV,sprint2_sensitive_skip,key_info/login/MMKV/key-material-adjacent path; first Sprint 2 pass forbids opening;domain_not_allowed_for_bundle,16384,true,false,false,false
